"id","programmingid","userid","submitcount","latestsubmitid"
"2749197","23635","79215","6","8430409"
"2738219","23635","79217","1","8388368"
"2739465","23635","79218","2","8393509"
"2747305","23635","79222","1","8422808"
"2755679","23635","79239","3","8454876"
"2753642","23635","79244","2","8447326"
"2741032","23635","79248","5","8399573"
"2748448","23635","79253","3","8427274"
"2753346","23635","79255","6","8446129"
"2744207","23635","79256","13","8414608"
"2739635","23635","79258","2","8394045"
"2755487","23635","79263","2","8454164"
"2741079","23635","79267","1","8399673"
"2741260","23635","79272","1","8400294"
"2747602","23635","79273","1","8423945"
"2756348","23635","79282","6","8457839"
"2741145","23635","79285","2","8399869"
"2751168","23635","79286","9","8437573"
"2740744","23635","79293","2","8398366"
"2746964","23635","79297","3","8421770"
"2746934","23635","79300","1","8421446"
"2746101","23635","79317","2","8418357"
"2739873","23635","79325","7","8395109"
"2747599","23635","79329","3","8423949"
"2754383","23635","79330","2","8449915"
"2742885","23635","79332","8","8406090"
"2752299","23635","79334","3","8441428"
"2745682","23635","79336","3","8416435"
"2739905","23635","79349","1","8395154"
"2741424","23635","79353","2","8400897"
"2757124","23635","79354","1","8460804"
"2750568","23635","79371","1","8434660"
"2740812","23635","79380","1","8398707"
"2754935","23635","79381","1","8451955"
"2738221","23635","79399","5","8388757"
"2755685","23635","79402","1","8454887"
"2753448","23635","79405","5","8446701"
"2740320","23635","79406","2","8396792"
"2753284","23635","79412","1","8445648"
"2744979","23635","79416","2","8413499"
"2749052","23635","79426","1","8429208"
"2739125","23635","79427","1","8392283"
"2745861","23635","79428","1","8417119"
"2755392","23635","79429","1","8453775"
"2742124","23635","79430","3","8403303"
"2741389","23635","79433","1","8400762"
"2738336","23635","79434","4","8389025"
"2738274","23635","79442","3","8388641"
"2737673","23635","79444","1","8386578"
"2755121","23635","79446","4","8452712"
"2744466","23635","79451","1","8411521"
"2745348","23635","79456","2","8414922"
"2741175","23635","79458","1","8399962"
"2740697","23635","79462","3","8398346"
"2746249","23635","79463","2","8418929"
"2740781","23635","79474","2","8398575"
"2738813","23635","79475","3","8392714"
"2757451","23635","79477","1","8462048"
"2737760","23635","79480","7","8388713"
"2757329","23635","79481","1","8461618"
"2757680","23635","79483","1","8463007"
"2751533","23635","79484","2","8438361"
"2753333","23635","79488","20","8451675"
"2741570","23635","79500","10","8401504"
"2744571","23635","79504","1","8412003"
"2742778","23635","79506","3","8405690"
"2740330","23635","79513","1","8396821"
"2746310","23635","79515","2","8419178"
"2739104","23635","79517","4","8392236"
"2752243","23635","79519","1","8441190"
"2753021","23635","79522","3","8444415"
"2756096","23635","79524","1","8456535"
"2754029","23635","79525","5","8450681"
"2755019","23635","79527","10","8453142"
"2743179","23635","79528","3","8406949"
"2738373","23635","79529","6","8389015"
"2741716","23635","79530","2","8401905"
"2749486","23635","79531","1","8431028"
"2751420","23635","79533","14","8574617"
"2754562","23635","79535","1","8450633"
"2802554","23635","79539","1","8617333"
"2746623","23635","79541","2","8420193"
"2753889","23635","79543","2","8448183"
"2748281","23635","79544","4","8426665"
"2789820","23635","79548","5","8574757"
"2741628","23635","79549","7","8401757"
"2739688","23635","79550","1","8394294"
"2756208","23635","79552","1","8457054"
"2739516","23635","79554","2","8393655"
"2743231","23635","79557","2","8407143"
"2747300","23635","79561","1","8422800"
"2753974","23635","79570","2","8448510"
"2753627","23635","79573","13","8447440"
"2753337","23635","79579","2","8445925"
"2745052","23635","79581","1","8413723"
"2739040","23635","79588","4","8391980"
"2752694","23635","79589","3","8442963"
"2755124","23635","79590","1","8452658"
"2755757","23635","79595","2","8455148"
"2753331","23635","79602","1","8445894"
"2757277","23635","79607","4","8461537"
"2742183","23635","79612","3","8403539"
"2752138","23635","79613","2","8440802"
"2746893","23635","79618","1","8421255"
"2745050","23635","79621","1","8413719"
"2740361","23635","79624","10","8407787"
"2740578","23635","79625","4","8397709"
"2743546","23635","79628","1","8408330"
"2744333","23635","79633","7","8411090"
"2743867","23635","79637","2","8409511"
"2738338","23635","79639","9","8389022"
"2744186","23635","79644","1","8410530"
"2755999","23635","79645","4","8456250"
"2756151","23635","79649","5","8458291"
"2739390","23635","79651","5","8395794"
"2756596","23635","79652","1","8458657"
"2739112","23635","79655","1","8392245"
"2757089","23635","79656","2","8460689"
"2752860","23635","79663","1","8443663"
"2740130","23635","79665","3","8396119"
"2740135","23635","79675","2","8396111"
"2741713","23635","79678","1","8401896"
"2747584","23635","79681","1","8423868"
"2756845","23635","79684","5","8461109"
"2742691","23635","79687","4","8442511"
"2757394","23635","79690","1","8461879"
"2740563","23635","79694","4","8397719"
"2755217","23635","79699","3","8455951"
"2747216","23635","79700","5","8422662"
"2757333","23635","79708","4","8461717"
"2739692","23635","79712","18","8394562"
"2745695","23635","79716","2","8416486"
"2756442","23635","79724","4","8459032"
"2756501","23635","79729","6","8458843"
"2739530","23635","79733","1","8393686"
"2752724","23635","79735","1","8443060"
"2756337","23635","79736","1","8457595"
"2740539","23635","79742","1","8397525"
"2739357","23635","79746","2","8393103"
"2755672","23635","79751","2","8454844"
"2748608","23635","79754","10","8440457"
"2737999","23635","79755","5","8387817"
"2738658","23635","79756","8","8392253"
"2756928","23635","79759","2","8460171"
"2756999","23635","79760","1","8460276"
"2741297","23635","79761","1","8400495"
"2743522","23635","79764","9","8413208"
"2740270","23635","79768","1","8396617"
"2742755","23635","79771","5","8405619"
"2747367","23635","79773","9","8451222"
"2742273","23635","79775","5","8403846"
"2752184","23635","79778","4","8441001"
"2740791","23635","79780","2","8398630"
"2743214","23635","79783","4","8407088"
"2740728","23635","79789","1","8398313"
"2751306","23635","79793","2","8437418"
"2757016","23635","79794","1","8460337"
"2756875","23635","79795","3","8460271"
"2753673","23635","79801","12","8451823"
"2740542","23635","79802","4","8397554"
"2747037","23635","79804","2","8421764"
"2757341","23635","79806","2","8461685"
"2756684","23635","79807","1","8459014"
"2741377","23635","79809","4","8406222"
"2753297","23635","79811","2","8445754"
"2754422","23635","79813","17","8451371"
"2749164","23635","79817","3","8431324"
"2740510","23635","79821","1","8397436"
"2741738","23635","79829","1","8401985"
"2756955","23635","79831","2","8460067"
"2756523","23635","79832","1","8458420"
"2755556","23635","79842","2","8454615"
"2753600","23635","79848","1","8447140"
"2741750","23635","79850","2","8402058"
"2741982","23635","79863","6","8402814"
"2755551","23635","79872","10","8455496"
"2746290","23635","79874","5","8424875"
"2757728","23635","79875","4","8463362"
"2747975","23635","79876","4","8425715"
"2739084","23635","79881","3","8392152"
"2757141","23635","79884","3","8460929"
"2743489","23635","79888","2","8408111"
"2747689","23635","79897","2","8424281"
"2741519","23635","79902","3","8401277"
"2738904","23635","79907","3","8404222"
"2755073","23635","79908","3","8452606"
"2752548","23635","79909","5","8442488"
"2752932","23635","79910","3","8451054"
"2754443","23635","79911","2","8457666"
"2745408","23635","79912","2","8415293"
"2738903","23635","79913","2","8391302"
"2747828","23635","79915","2","8424807"
"2755492","23635","79917","2","8454193"
"2757758","23635","79918","4","8463397"
"2753498","23635","79919","1","8446670"
"2753987","23635","79920","2","8448557"
"2738498","23635","79925","10","8391409"
"2744978","23635","79926","5","8425534"
"2744935","23635","79927","5","8414814"
"2790265","23635","79929","1","8576284"
"2737945","23635","79932","5","8387559"
"2743968","23635","79933","5","8409856"
"2755815","23635","79935","1","8455383"
"2741952","23635","79936","2","8402641"
"2739096","23635","79939","2","8392232"
"2752318","23635","79940","7","8442834"
"2740403","23635","79941","2","8397119"
"2743428","23635","79943","1","8407910"
"2753559","23635","79947","3","8446984"
"2746847","23635","79949","1","8421058"
"2740755","23635","79954","2","8398432"
"2745439","23635","79955","1","8415312"
"2757833","23635","79958","2","8463586"
"2747008","23635","79959","1","8421663"
"2756763","23635","79960","1","8459348"
"2754835","23635","79969","3","8451707"
"2738214","23635","79979","2","8388373"
"2741916","23635","79983","2","8402535"
"2750947","23635","79984","3","8436124"
"2739587","23635","79988","3","8393906"
"2743124","23635","79999","1","8406774"
"2752801","23635","80005","2","8443424"
"2741288","23635","80007","11","8400512"
"2737456","23635","80013","17","8388475"
"2743947","23635","80016","4","8409792"
"2755955","23635","80018","2","8456023"
"2739399","23635","80020","3","8393272"
"2738646","23635","80021","5","8391471"
"2755207","23635","80023","2","8452975"
"2748828","23635","80040","1","8428495"
"2740286","23635","80041","2","8396677"
"2756689","23635","80045","1","8459029"
"2754250","23635","80046","1","8449453"
"2753762","23635","80047","3","8447726"
"2755915","23635","80050","1","8455842"
"2753091","23635","80051","2","8444860"
"2757450","23635","80052","1","8462046"
"2747765","23635","80053","1","8424521"
"2751461","23635","80055","7","8443441"
"2748755","23635","80056","2","8428249"
"2749064","23635","80057","4","8432856"
"2753072","23635","80061","7","8452052"
"2744689","23635","80062","5","8412525"
"2756773","23635","80063","1","8459378"
"2756171","23635","80065","4","8456948"
"2749463","23635","80069","6","8431007"
"2751601","23635","80072","1","8438611"
"2741114","23635","80073","2","8399803"
"2740295","23635","80074","2","8396710"
"2753502","23635","80075","7","8446732"
"2741938","23635","80078","3","8402642"
"2748865","23635","80079","1","8428584"
"2749217","23635","80086","1","8429924"
"2752619","23635","80090","1","8442707"
"2744147","23635","80091","2","8410403"
"2757734","23635","80092","2","8463242"
"2755168","23635","80093","5","8452999"
"2756224","23635","80094","9","8457328"
"2742292","23635","80099","5","8445136"
"2738297","23635","80101","1","8388656"
"2745250","23635","80104","3","8414513"
"2757384","23635","80111","2","8461969"
"2741881","23635","80112","6","8402449"
"2757747","23635","80113","9","8463503"
"2739588","23635","80114","1","8393898"
"2737464","23635","80116","3","8385890"
"2757805","23635","80117","5","8463570"
"2740514","23635","80118","2","8397485"
"2745435","23635","80119","3","8415306"
"2751892","23635","80120","3","8439876"
"2738933","23635","80122","2","8391413"
"2742503","23635","80123","1","8404625"
"2740888","23635","80126","2","8398953"
"2756427","23635","80128","1","8458033"
"2757246","23635","80131","1","8461321"
"2757683","23635","80132","1","8463018"
"2738898","23635","80133","3","8391280"
"2754684","23635","80135","1","8451041"
"2753591","23635","80143","3","8447117"
"2746732","23635","80146","11","8421320"
"2745212","23635","80153","2","8414318"
"2742511","23635","80156","1","8404658"
"2749474","23635","80159","1","8430956"
"2739565","23635","80165","3","8394486"
"2739790","23635","80167","2","8394734"
"2751607","23635","80168","3","8438764"
"2752913","23635","80175","5","8444350"
"2757091","23635","80180","3","8461851"
"2751195","23635","80181","1","8436936"
"2753516","23635","80187","2","8446792"
"2752322","23635","80188","6","8441553"
"2747889","23635","80189","3","8425088"
"2757793","23635","80190","1","8463401"
"2751581","23635","80191","1","8438527"
"2755792","23635","80199","1","8455287"
"2742592","23635","80203","3","8405024"
"2757757","23635","80204","3","8463396"
"2742277","23635","80210","3","8403824"
"2739463","23635","80212","2","8393493"
"2749801","23635","80219","2","8432245"
"2738868","23635","80223","4","8395555"
"2746275","23635","80235","2","8419068"
"2757422","23635","80236","5","8462208"
"2739259","23635","80240","6","8397490"
"2741921","23635","80241","2","8403306"
"2753883","23635","80242","6","8448996"
"2753563","23635","80249","1","8446997"
"2752586","23635","80250","1","8442592"
"2743387","23635","80251","6","8407862"
"2755389","23635","80260","3","8453782"
"2739341","23635","80261","1","8393045"
"2754883","23635","80262","4","8452125"
"2748662","23635","80263","3","8427957"
"2753501","23635","80264","3","8446757"
"2737820","23635","80266","3","8387196"
"2742500","23635","80269","2","8404620"
"2752047","23635","80272","5","8440670"
"2738257","23635","80273","13","8389977"
"2738791","23635","80279","7","8391115"
"2747577","23635","80282","5","8423924"
"2739289","23635","80283","5","8392895"
"2756016","23635","80284","4","8456294"
"2756804","23635","80285","1","8459463"
"2755885","23635","80290","4","8455708"
"2748274","23635","80294","2","8426612"
"2746566","23635","80295","12","8446587"
"2739146","23635","80296","1","8392351"
"2739544","23635","80297","1","8393725"
"2741529","23635","80306","1","8401293"
"2745558","23635","80311","2","8415867"
"2744851","23635","80312","16","8414917"
"2742992","23635","80313","2","8406424"
"2748104","23635","80321","3","8425936"
"2746632","23635","80335","4","8434790"
"2753171","23635","80336","1","8445170"
"2739611","23635","80345","4","8393995"
"2738008","23635","80346","4","8387755"
"2755898","23635","80347","2","8455772"
"2752112","23635","80349","6","8440867"
"2743216","23635","80359","1","8407074"
"2747809","23635","80361","1","8424727"
"2744465","23635","80363","4","8411539"
"2741181","23635","80368","4","8400004"
"2751789","23635","80369","3","8439446"
"2738716","23635","80370","6","8390611"
"2749772","23635","80374","4","8432142"
"2756869","23635","80387","3","8459744"
"2756461","23635","80389","1","8458158"
"2740266","23635","80394","1","8396603"
"2746115","23635","80398","2","8418483"
"2757721","23635","80400","1","8463157"
"2755812","23635","80401","3","8456082"
"2755996","23635","80407","9","8457083"
"2747149","23635","80410","3","8422535"
"2742224","23635","80411","2","8403602"
"2755178","23635","80413","1","8452828"
"2753007","23635","80414","3","8447120"
"2739999","23635","80451","3","8395571"
"2741454","23635","80457","1","8401022"
"2741965","23635","80469","9","8403092"
"2757201","23635","80479","2","8461329"
"2747738","23635","80490","6","8427669"
"2740409","23635","80491","2","8397094"
"2741813","23635","80498","1","8402263"
"2738657","23635","80512","7","8390418"
"2753426","23635","80513","9","8457403"
"2757498","23635","80515","1","8462197"
"2746246","23635","80517","6","8418985"
"2754864","23635","80519","2","8451818"
"2740708","23635","80521","4","8398270"
"2756859","23635","80528","1","8459662"
"2753300","23635","80529","1","8445753"
"2749860","23635","80534","1","8432422"
"2756384","23635","80543","1","8457811"
"2754575","23635","80546","1","8450670"
"2742332","23635","80552","3","8404094"
"2744269","23635","80555","4","8410844"
"2748377","23635","80556","2","8427029"
"2756957","23635","80558","10","8460291"
"2740276","23635","80559","3","8396642"
"2750395","23635","80562","1","8434067"
"2755292","23635","80569","10","8455364"
"2748334","23635","80571","1","8426880"
"2739715","23635","80573","1","8394418"
"2745930","23635","80576","1","8417406"
"2752787","23635","80582","4","8443359"
"2757002","23635","80584","9","8460571"
"2757311","23635","80588","8","8461898"
"2751723","23635","80591","4","8439547"
"2740953","23635","80593","1","8399126"
"2748244","23635","80607","3","8426504"
"2743068","23635","80610","1","8406619"
"2756162","23635","80614","6","8456982"
"2742218","23635","80616","2","8403591"
"2747619","23635","80617","1","8424009"
"2756801","23635","80624","1","8459458"
"2740329","23635","80629","1","8396809"
"2746036","23635","80632","2","8418022"
"2757399","23635","80648","3","8461955"
"2757363","23635","80651","2","8461779"
"2755198","23635","80654","14","8461737"
"2740793","23635","80656","1","8398636"
"2747754","23635","80657","12","8444264"
"2743430","23635","80659","2","8407922"
"2742205","23635","80660","1","8403544"
"2738134","23635","80663","9","8388254"
"2745758","23635","80665","4","8416749"
"2748384","23635","80666","1","8427039"
"2747463","23635","80667","4","8423474"
"2753791","23635","80668","5","8447854"
"2740665","23635","80669","2","8398063"
"2741661","23635","80672","1","8401758"
"2755094","23635","80676","5","8452703"
"2749456","23635","80677","2","8430914"
"2741239","23635","80679","2","8400187"
"2737485","23635","80682","5","8385979"
"2753141","23635","80683","3","8445140"
"2739002","23635","80684","16","8395897"
"2739158","23635","80685","5","8393822"
"2757291","23635","80688","5","8461975"
"2744921","23635","80693","1","8413212"
"2755823","23635","80696","1","8455411"
"2753446","23635","80698","1","8446416"
"2743056","23635","80704","1","8406583"
"2743207","23635","80706","1","8407058"
"2738476","23635","80709","10","8389939"
"2742922","23635","80710","1","8406176"
"2738815","23635","80712","3","8390841"
"2746338","23635","80714","7","8426164"
"2739773","23635","80718","5","8394695"
"2738794","23635","80722","8","8393730"
"2741355","23635","80730","1","8400679"
"2738812","23635","80732","7","8391102"
"2747382","23635","80733","1","8423104"
"2753594","23635","80735","1","8447104"
"2753057","23635","80741","4","8444694"
"2752885","23635","80753","12","8444389"
"2739283","23635","80757","1","8392837"
"2755813","23635","80764","2","8455382"
"2742814","23635","80766","1","8405743"
"2748908","23635","80767","1","8428718"
"2754207","23635","80768","1","8449321"
"2743268","23635","80769","2","8407331"
"2752498","23635","80773","1","8442255"
"2738286","23635","80774","3","8388647"
"2745917","23635","80776","7","8417672"
"2739113","23635","80778","5","8392273"
"2752436","23635","80780","6","8442008"
"2755952","23635","80784","4","8460673"
"2738585","23635","80785","6","8390981"
"2742929","23635","80786","3","8450057"
"2754511","23635","80787","1","8450427"
"2753500","23635","80790","6","8463217"
"2752477","23635","80791","4","8449375"
"2746329","23635","80794","1","8419252"
"2753156","23635","80795","9","8446021"
"2748313","23635","80797","4","8426802"
"2744618","23635","80799","4","8412217"
"2757240","23635","80800","2","8461346"
"2750688","23635","80801","1","8435138"
"2743093","23635","80804","9","8410335"
"2742850","23635","80806","1","8405897"
"2753301","23635","80813","3","8445828"
"2737609","23635","80814","4","8386371"
"2737645","23635","80817","2","8386769"
"2749970","23635","80819","4","8444162"
"2757788","23635","80824","2","8463448"
"2744187","23635","80825","2","8410544"
"2747737","23635","80827","4","8427121"
"2754652","23635","80829","3","8450960"
"2745923","23635","80832","5","8417394"
"2737663","23635","80835","5","8386573"
"2742933","23635","80846","7","8406299"
"2753721","23635","80848","2","8447570"
"2754863","23635","80851","1","8451664"
"2744673","23635","80853","3","8412404"
"2757354","23635","80857","2","8461882"
"2747366","23635","80862","6","8426039"
"2748145","23635","80863","3","8426260"
"2755309","23635","80865","6","8455595"
"2757743","23635","80867","2","8463536"
"2756582","23635","80868","2","8458624"
"2748724","23635","80870","1","8428136"
"2753462","23635","80878","1","8446483"
"2740421","23635","80881","2","8397134"
"2756484","23635","80883","2","8458386"
"2754217","23635","80885","2","8449369"
"2743697","23635","80895","3","8408837"
"2751820","23635","80897","1","8439539"
"2757804","23635","80905","1","8463449"
"2740815","23635","80907","1","8398717"
"2756970","23635","80909","1","8460115"
"2755834","23635","80917","4","8455531"
"2751924","23635","80920","3","8439992"
"2741740","23635","80938","5","8402153"
"2737632","23635","80951","7","8386469"
"2740858","23635","80965","1","8398864"
"2747817","23635","80968","3","8442771"
"2755507","23635","80970","6","8454277"
"2750742","23635","80980","20","8435493"
"2752781","23635","80981","2","8443321"
"2752712","23635","80983","2","8443126"
"2745103","23635","80984","6","8414000"
"2755203","23635","80987","1","8452934"
"2742791","23635","80988","1","8405678"
"2752973","23635","80989","7","8444492"
"2737919","23635","80990","4","8387505"
"2753161","23635","80992","5","8449978"
"2748302","23635","80995","1","8426757"
"2743009","23635","80998","1","8406455"
"2743254","23635","80999","1","8407224"
"2744615","23635","81000","5","8415482"
"2756771","23635","81001","3","8463099"
"2747322","23635","81006","10","8431235"
"2744297","23635","81010","2","8410934"
"2756772","23635","81011","8","8459962"
"2755972","23635","81012","2","8456097"
"2753986","23635","81013","2","8448571"
"2745996","23635","81014","2","8417803"
"2743023","23635","81018","1","8406488"
"2754542","23635","81019","3","8450573"
"2750905","23635","81022","5","8435986"
"2753328","23635","81023","2","8445890"
"2757482","23635","81030","2","8462156"
"2744566","23635","81033","6","8412117"
"2743432","23635","81036","9","8407975"
"2744151","23635","81039","5","8410433"
"2753629","23635","81045","1","8447279"
"2756610","23635","81049","1","8458717"
"2756987","23635","81050","1","8460211"
"2737801","23635","81057","6","8387074"
"2749534","23635","81073","2","8431203"
"2752618","23635","81078","2","8442710"
"2741138","23635","81079","3","8399868"
"2738433","23635","81083","8","8389493"
"2756260","23635","81096","1","8457269"
"2755102","23635","81097","2","8452587"
"2756542","23635","81103","6","8459414"
"2738139","23635","81104","3","8388154"
"2745983","23635","81107","4","8417777"
"2754530","23635","81113","9","8455158"
"2756958","23635","81118","1","8460055"
"2757385","23635","81119","2","8462009"
"2752695","23635","81120","25","8444454"
"2756406","23635","81123","4","8458199"
"2751592","23635","81125","1","8438564"
"2753421","23635","81126","7","8446658"
"2754433","23635","81129","6","8459392"
"2753031","23635","81130","8","8445073"
"2755573","23635","81134","8","8458669"
"2740077","23635","81135","2","8395906"
"2753504","23635","81140","4","8452073"
"2740957","23635","81142","1","8399151"
"2738183","23635","81143","5","8388345"
"2757175","23635","81144","5","8462190"
"2755420","23635","81146","4","8454187"
"2739655","23635","81147","2","8394185"
"2749040","23635","81154","4","8429230"
"2753298","23635","81156","2","8445746"
"2741344","23635","81157","1","8400658"
"2741102","23635","81158","2","8399759"
"2755706","23635","81159","11","8457091"
"2740373","23635","81162","2","8397006"
"2757745","23635","81163","1","8463220"
"2755163","23635","81165","4","8452860"
"2753322","23635","81167","1","8445835"
"2757345","23635","81168","14","8463522"
"2757185","23635","81172","2","8461059"
"2744008","23635","81181","3","8410027"
"2748172","23635","81195","9","8428503"
"2752508","23635","81204","2","8449584"
"2739756","23635","81205","1","8394583"
"2752722","23635","81213","1","8443052"
"2753536","23635","81219","6","8446876"
"2753125","23635","81225","2","8444991"
"2750891","23635","81253","1","8435866"
"2738651","23635","81267","12","8390283"
"2752310","23635","81274","6","8461829"
"2749696","23635","81284","3","8431780"
"2753523","23635","81310","14","8449743"
"2753542","23635","81312","1","8446915"
"2753069","23635","81321","2","8445245"
"2756175","23635","81325","7","8460390"
"2755134","23635","81341","5","8452772"
"2752500","23635","81351","6","8447511"
"2756882","23635","81352","15","8619379"
"2743404","23635","81360","1","8407824"
"2757331","23635","81371","1","8461622"
"2745836","23635","81373","1","8417037"
"2756759","23635","81381","1","8459326"
"2738446","23635","81384","5","8389344"
"2745458","23635","81391","9","8415435"
"2751991","23635","81393","1","8440246"
"2741482","23635","81397","8","8401378"
"2742571","23635","81401","2","8404898"
"2737596","23635","81403","6","8386393"
"2757142","23635","81415","2","8460878"
"2739422","23635","81419","3","8393378"
"2746965","23635","81420","4","8422704"
"2756755","23635","81421","2","8459335"
"2754807","23635","81425","1","8451493"
"2757256","23635","81435","9","8462173"
"2747661","23635","81440","3","8449311"
"2743695","23635","81458","1","8408815"
"2751096","23635","81459","1","8436622"
"2747680","23635","81465","1","8424243"
"2757192","23635","81473","4","8461140"
"2756221","23635","81478","1","8457094"
"2738486","23635","81492","2","8389461"
"2738899","23635","81494","3","8391314"
"2756339","23635","81496","4","8459383"
"2756517","23635","81499","2","8458430"
"2754409","23635","81500","4","8452957"
"2798878","23635","81522","1","8606324"
"2757470","23635","81523","1","8462111"
"2753827","23635","81524","6","8447982"
"2741237","23635","81526","10","8404458"
"2757355","23635","81527","3","8462113"
"2750559","23635","81532","1","8434630"
"2757372","23635","81533","4","8461849"
"2746044","23635","81534","5","8419324"
"2755555","23635","81536","1","8454411"
"2757469","23635","81555","1","8462106"
"2754352","23635","81572","3","8449869"
"2753006","23635","81574","4","8458978"
"2753615","23635","81587","2","8447243"
"2750936","23635","81590","8","8436331"
"2753463","23635","81604","1","8446485"
"2751868","23635","81610","1","8439741"
"2757230","23635","81615","5","8461354"
"2757008","23635","81617","3","8460436"
"2751246","23635","81626","4","8437313"
"2754133","23635","81627","1","8449061"
"2752139","23635","81628","2","8440808"
"2752929","23635","81633","4","8444091"
"2745750","23635","81634","1","8416674"
"2742577","23635","81635","11","8405008"
"2755529","23635","81638","1","8454309"
"2820157","23635","81642","1","8675653"
"2757092","23635","81645","3","8460750"
"2751572","23635","81646","6","8440933"
"2740223","23635","81647","4","8396465"
"2743376","23635","81649","2","8407733"
"2749580","23635","81652","4","8431404"
"2755917","23635","81655","5","8456347"
"2740398","23635","81661","1","8397061"
"2755141","23635","81666","2","8452740"
"2754995","23635","81667","2","8452874"
"2756766","23635","81669","2","8459364"
"2752174","23635","81674","4","8441009"
"2741073","23635","81676","2","8399649"
"2746142","23635","81684","2","8418463"
"2749183","23635","81690","1","8429766"
"2743295","23635","81693","1","8407410"
"2741812","23635","81694","3","8402269"
"2756284","23635","81700","7","8458096"
"2755456","23635","81704","1","8454025"
"2742342","23635","81708","4","8404100"
"2757000","23635","81710","8","8460684"
"2756814","23635","81717","1","8459519"
"2748220","23635","81718","7","8426450"
"2739363","23635","81719","1","8393111"
"2748975","23635","81720","1","8428925"
"2749094","23635","81723","3","8429406"
"2744980","23635","81727","1","8413424"
"2737844","23635","81728","5","8387197"
"2740643","23635","81734","1","8397965"
"2740393","23635","81737","1","8397047"
"2757737","23635","81738","1","8463200"
"2752306","23635","81742","1","8441435"
"2753862","23635","81744","1","8448055"
"2757499","23635","81745","1","8462198"
"2757494","23635","81751","1","8462187"
"2755728","23635","81752","1","8455012"
"2752919","23635","81754","1","8443951"
"2749218","23635","81765","2","8429984"
"2747374","23635","81766","2","8423089"
"2752727","23635","81769","3","8443085"
"2741197","23635","81777","1","8400035"
"2743360","23635","81779","1","8407639"
"2754346","23635","81792","1","8449758"
"2745479","23635","81797","8","8415593"
"2744144","23635","81801","2","8410396"
"2744159","23635","81802","1","8410436"
"2747542","23635","81805","3","8423776"
"2748280","23635","81806","2","8426825"
"2743773","23635","81817","4","8409126"
"2748651","23635","81822","2","8427892"
"2741281","23635","81833","14","8443162"
"2747010","23635","81841","20","8430126"
"2752365","23635","81843","1","8441679"
"2749173","23635","81844","1","8429711"
"2749721","23635","81845","2","8431911"
"2748698","23635","81846","2","8437803"
"2743371","23635","81847","2","8407714"
"2739654","23635","81848","1","8394118"
"2739795","23635","81853","4","8394801"
"2754905","23635","81856","2","8451856"
"2805786","23635","81858","2","8629339"
"2741453","23635","81863","6","8401335"
"2752815","23635","81869","3","8443503"
"2756922","23635","81870","3","8459989"
"2756741","23635","81872","1","8459248"
"2753404","23635","81874","2","8446272"
"2743434","23635","81876","1","8407927"
"2740889","23635","81881","2","8398973"
"2742265","23635","81883","6","8403775"
"2751570","23635","81884","1","8438475"
"2749987","23635","81886","10","8436696"
"2750971","23635","81887","2","8436371"
"2742335","23635","81891","1","8404041"
"2755585","23635","81899","2","8454676"
"2755541","23635","81900","3","8461068"
"2740901","23635","81902","3","8398981"
"2757133","23635","81907","17","8618360"
"2739310","23635","81918","5","8392966"
"2754356","23635","81939","3","8449881"
"2742782","23635","81940","3","8405644"
"2746200","23635","81941","1","8418746"
"2744370","23635","81942","5","8411567"
"2750481","23635","81943","1","8434345"
"2741421","23635","81945","3","8400892"
"2756581","23635","81966","1","8458614"
"2747464","23635","81994","2","8423451"
"2743192","23635","82010","2","8406989"
"2755338","23635","82020","7","8453613"
"2755531","23635","82023","1","8454316"
"2744735","23635","82033","1","8412604"
"2820418","23635","82040","2","8676787"
"2749254","23635","82060","2","8430082"
"2756390","23635","82074","1","8457825"
"2753416","23635","82076","3","8446333"
"2747150","23635","82079","12","8422575"
"2756399","23635","82085","2","8458427"
"2745796","23635","82092","1","8416902"
"2743739","23635","82134","4","8409017"
"2748285","23635","82140","1","8426659"
"2745318","23635","82141","5","8414837"
"2747241","23635","82145","1","8422565"
"2755321","23635","82149","10","8453588"
"2742424","23635","82155","3","8404350"
"2757796","23635","82160","3","8463518"
"2756941","23635","82182","4","8460032"
"2756765","23635","82187","1","8459353"
"2745567","23635","82189","8","8415955"
"2741578","23635","82197","2","8401476"
"2757458","23635","82198","2","8462164"
"2752907","23635","82207","1","8443897"
"2757832","23635","82221","1","8463568"
"2757113","23635","82226","9","8461011"
"2739394","23635","82420","1","8393229"
"2744414","23635","82448","8","8411732"
"2750523","23635","82454","5","8448397"
"2754195","23635","82485","8","8450714"
"2753248","23635","82542","1","8445455"
"2756488","23635","82547","3","8458320"
"2738380","23635","82548","2","8389009"
"2756510","23635","82561","2","8458408"
"2740668","23635","82574","2","8398076"
"2744803","23635","82586","3","8412946"
"2754572","23635","82593","8","8451392"
"2753429","23635","82603","12","8446577"
"2756800","23635","82633","3","8459479"
"2753976","23635","82673","4","8457636"
"2757820","23635","82681","1","8463540"
"2741188","23635","82687","2","8400006"
"2737584","23635","82691","7","8386296"
"2753914","23635","82704","2","8448268"
"2756996","23635","82715","8","8460495"
"2757162","23635","82728","1","8460965"
"2742198","23635","82733","3","8403597"
"2743043","23635","82738","2","8406579"
"2748018","23635","82800","4","8425709"
"2739209","23635","82853","7","8392745"
"2751961","23635","82867","1","8440118"
"2751292","23635","82881","1","8437362"
